store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,fit_size,price,special_price,weight,msrp,manufacturer,status,is_recurring,visibility,tax_class_id,volume_comprimento,volume_altura,volume_largura,posting_days, ,short_description,meta_keyword,custom_layout_update,postmethods,product_shipping,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,website,_media_image,_media_lable,_media_position,_media_is_disabled
admin,base,Default,simple,"370,371,373,374,408,410,411",AL13027907,0,Dentro,,,/d/e/dentro_1.jpg,/d/e/dentro_1.jpg,/d/e/dentro_1.jpg,dentro,dentro.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,619.9000,,0.0000,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,10,27,27,40,"Luminária de Mesa feita em cobre, latão e ferro, com lâmpadas de filamento de carbono.",Dentro,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,2016-06-08 18:23:37,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Dentro,0,simple,,,,,,,
admin,base,Default,simple,"366,367,370,371,373,374,412,414,415",AL13027908,0,Escada #2,,,/e/s/escada2_2.jpg,/e/s/escada2_2.jpg,/e/s/escada2_2.jpg,escada-2,escada-2.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,1799.9000,,0.0000,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,4,1,42,40,"Luminária de Chão feita em cobre, latão e ferro, com lâmpadas de filamento de carbono.",Escada #2,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,2016-06-08 18:25:35,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Escada #2,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374,412,414,415",AL13027910,0,Up,,,/u/p/up_2.jpg,/u/p/up_2.jpg,/u/p/up_2.jpg,up,up.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,1599.9000,,0.0000,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,26,1,26,40,"Luminária de Chão feita em cobre, latão e ferro, com lâmpadas de filamento de carbono.",Up,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,2016-06-08 18:24:59,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Up,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374,378,412,414,415",AL13027911,0,Gota,,,/g/o/gota_1.jpg,/g/o/gota_1.jpg,/g/o/gota_1.jpg,gota,gota.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,1719.9000,,5.0000,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,28,130,28,40,"Luminária de Chão feita em cobre, latão e ferro, com lâmpadas de filamento de carbono.",Gota,,,,100.00,,,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,2016-06-08 18:20:10,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Gota,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR13421017,0,Cachepot vela Mellon Turquesa,,,/3/6/369.jpg,/3/6/369.jpg,/3/6/369.jpg,cachepot-vela-mellon-turques,cachepot-vela-mellon-turques.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,72.9000,,0.1400,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,6,7,6,40,Cachepot vela Mellon Turquesa,Cachepot vela Mellon Turquesa,,,,,,,,,,,0.0000,6,1,0,0,1,1.0007,1,0.0000,1,0,2016-06-15 14:05:52,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Cachepot vela Mellon Turquesa. Caixa com 6 unidades. ,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR13421018,0,Cachepot vela Mellon Prata ,,,/3/7/370.jpg,/3/7/370.jpg,/3/7/370.jpg,cachepot-vela-mellon-prata,cachepot-vela-mellon-prata.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,72.9000,,0.1400,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,6,7,6,40,Cachepot vela Mellon Prata ,Cachepot vela Mellon Prata ,,,,,,,,,,,0.0000,6,1,0,0,1,1.0008,1,0.0000,1,0,2016-06-15 14:05:18,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Cachepot vela Mellon Prata. Caixa com 6 unidades. ,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR134210111,0,Cachepot vela Craquelado Roxo ,,,/4/2/425_2_1.jpg,/4/2/425_2_1.jpg,/4/2/425_2_1.jpg,cachepot-vela-craquelado-roxo,cachepot-vela-craquelado-roxo.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,27.9000,,0.2400,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,7,7,7,,Cachepot vela Craquelado Roxo ,Cachepot vela Craquelado Roxo ,,,,,,,,,,,0.0000,6,1,0,0,1,1.0011,1,0.0000,1,0,2016-06-15 14:03:30,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Cachepot vela Craquelado Roxo. Caixa com 6 unidades. ,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR134210112,0,Cachepot vela Craquelado Pink ,,,/4/2/426_3.jpg,/4/2/426_3.jpg,/4/2/426_3.jpg,cachepot-vela-craquelado-pink,cachepot-vela-craquelado-pink.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,27.9000,,0.1900,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,7,7,7,,Cachepot vela Craquelado Pink ,Cachepot vela Craquelado Pink ,,,,,,,,,,,0.0000,6,1,0,0,1,1.0012,1,0.0000,1,0,2016-06-15 14:02:53,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Cachepot vela Craquelado Pink. Caixa com 6 unidades. ,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR134210116,0,Cachepot vela Pcock Roxo,,,/4/4/442_3.jpg,/4/4/442_3.jpg,/4/4/442_3.jpg,cachepot-vela-pcock-roxo,cachepot-vela-pcock-roxo.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,49.9000,,0.1300,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,6,7,6,,Cachepot vela Pcock Roxo,Cachepot vela Pcock Roxo,,,,,,,,,,,0.0000,6,1,0,0,1,1.0016,1,0.0000,1,0,2016-06-15 14:00:37,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Cachepot vela Pcock Roxo. Caixa com 6 unidades. ,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR134284,0,Suporte vela pendente vidro e metal,,,/2/7/2788_3.jpg,/2/7/2788_3.jpg,/2/7/2788_3.jpg,suporte-vela-pendente-vidro-e-metal,suporte-vela-pendente-vidro-e-metal.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,237.9000,,0.2400,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,12,13,12,,Suporte vela pendente vidro e metal,Suporte vela pendente vidro e metal,,,,,,,,,,,0.0000,1,1,0,0,1,1.0078,1,0.0000,1,0,2016-06-15 13:58:57,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Suporte vela pendente vidro e metal,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR1341671,0,Mesa Centro Bronze ,,,/1/7/1793.jpg,/1/7/1793.jpg,/1/7/1793.jpg,mesa-centro-bronze,mesa-centro-bronze.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,4967.9000,,10.2300,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,0,48,0,,Mesa Centro Bronze ,Mesa Centro Bronze ,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0022,1,0.0000,1,0,2016-06-15 13:57:25,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Mesa Centro Bronze ,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR1342791,0,Vela em Led cilíndrica acabamento em cera laranja ,,,/2/0/2017_2.jpg,/2/0/2017_2.jpg,/2/0/2017_2.jpg,vela-em-led-cilindrica-acabamento-em-cera-laranja,vela-em-led-cilindrica-acabamento-em-cera-laranja.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,57.9000,,0.1000,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,5,7,5,,Vela em Led cilíndrica acabamento em cera laranja ,Vela em Led cilíndrica acabamento em cera laranja ,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0024,1,0.0000,1,0,2016-06-15 13:51:56,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Vela em Led cilíndrica acabamento em cera laranja ,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR1342794,0,Vela em Led cilíndrica acabamento em Cera branco,,,/2/0/2022.jpg,/2/0/2022.jpg,/2/0/2022.jpg,vela-em-led-cilindrica-acabamento-em-cera-branco,vela-em-led-cilindrica-acabamento-em-cera-branco-1305.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,72.9000,,0.2100,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,7,12,7,,Vela em Led cilíndrica acabamento em Cera branco,Vela em Led cilíndrica acabamento em Cera branco,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0027,1,0.0000,1,0,2016-06-15 13:48:59,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Vela em Led cilíndrica acabamento em Cera branco,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR1342846,0,Suporte vela pendente vidro e metal  ,,,/2/0/2074.jpg,/2/0/2074.jpg,/2/0/2074.jpg,suporte-vela-pendente-vidro-e-metal,suporte-vela-pendente-vidro-e-metal-1314.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,228.1000,,0.2400,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,12,13,12,,Suporte vela pendente vidro e metal  ,Suporte vela pendente vidro e metal  ,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0029,1,0.0000,1,0,2016-06-15 13:47:09,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Suporte vela pendente vidro e metal  ,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR1342848,0,Suporte vela pendente vidro e metal,,,/2/0/2087_2.jpg,/2/0/2087_2.jpg,/2/0/2087_2.jpg,suporte-vela-pendente-vidro-e-metal,suporte-vela-pendente-vidro-e-metal-1315.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,189.9000,,0.2800,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,10,7,10,,Suporte vela pendente vidro e metal,Suporte vela pendente vidro e metal,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0031,1,0.0000,1,0,2016-06-15 13:44:59,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Suporte vela pendente vidro e metal,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",AL1342921,0,Holofote Tripé em metal,,,/1/4/14726.jpg,/1/4/14726.jpg,/1/4/14726.jpg,holofote-tripe-em-ferro,holofote-tripe-em-ferro.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,1899.9000,,1.2500,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,25,62,25,,Holofote Tripé em metal,Holofote Tripé em metal,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0071,1,0.0000,1,0,2016-06-15 17:08:00,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Holofote Tripé em metal,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR1342841,0,Lanterna Vermelha,,,/3/2/3283_3.jpg,/3/2/3283_3.jpg,/3/2/3283_3.jpg,lanterna-vermelha,lanterna-vermelha.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,49.9000,,0.1700,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,6,11,6,,Lanterna Vermelha,Lanterna Vermelha,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0049,1,0.0000,1,0,2016-06-15 13:39:59,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Lanterna Vermelha,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",BR1342842,0,Lanterna Laranja,,,/3/2/3284_3.jpg,/3/2/3284_3.jpg,/3/2/3284_3.jpg,lanterna-laranja,lanterna-laranja.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,49.9000,,0.1700,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,6,11,6,,Lanterna Laranja,Lanterna Laranja,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0050,1,0.0000,1,0,2016-06-15 13:39:31,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Lanterna Laranja,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",AL1346774,0,Cestos Fibra Natural - 3 Peças,,,/3/3/3308_3.jpg,/3/3/3308_3.jpg,/3/3/3308_3.jpg,cestos-fibra-natural-3-pecas,cestos-fibra-natural-3-pecas.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,417.9000,,1.5400,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,31,33,33,,Cestos Fibra Natural - 3 Peças,Cestos Fibra Natural - 3 Peças,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0056,1,0.0000,1,0,2016-06-15 13:27:45,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Cestos Fibra Natural - 3 Peças,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",AL1342691,0,Poltrona Bendetin ,,,/1/4/14050.jpg,/1/4/14050.jpg,/1/4/14050.jpg,poltrona-bendetin,poltrona-bendetin.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,5329.9000,,11.0000,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,61,76,70,,Poltrona Bendetin ,Poltrona Bendetin ,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0060,1,0.0000,1,0,2016-06-15 13:26:56,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Poltrona Bendetin ,0,simple,,,,,,,
admin,base,Default,simple,"370,371,373,374",AL1341107,0,Baú para cama revestido em couro,,,/1/4/14059.jpg,/1/4/14059.jpg,/1/4/14059.jpg,bau-para-cama-revestido-em-couro,bau-para-cama-revestido-em-couro.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,, ,Utilizar configuração,Utilizar configuração,Não,,3662.9000,,17.0000,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,40,47,112,,Baú para cama revestido em couro,Baú para cama revestido em couro,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0062,1,0.0000,1,0,2016-06-15 13:24:26,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,Baú para cama revestido em couro,0,simple,,,,,,,
admin,base,Default,simple,"368,370,371,373,374",AL1421481,0,"Flores em papel tamanho  ""P"" - Anêmona",,,/1/0/101.jpg,/1/0/101.jpg,/1/0/101.jpg,flores-em-papel-tamanho-p-anemona,flores-em-papel-tamanho-p-anemona.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,,,Utilizar configuração,Utilizar configuração,Não,,10.0000,,,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,10,,10,,,,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,2016-06-14 16:17:24,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,"Flores em papel tamanho  ""P"" - Anêmona",0,simple,,,,,,,
admin,base,Default,simple,"368,370,371,373,374",AL1421482,0,"Flores em papel tamanho ""P"" - Magnólia",,,/1/0/105.jpg,/1/0/105.jpg,/1/0/105.jpg,flores-em-papel-tamanho-p-magnolia,flores-em-papel-tamanho-p-magnolia.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,,,Utilizar configuração,Utilizar configuração,Não,,10.0000,,,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,12,,13,,,,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,2016-06-14 16:17:25,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,"Flores em papel tamanho ""P"" - Magnólia",0,simple,,,,,,,
admin,base,Default,simple,"368,370,371,373,374",AL1421483,0,"Flores em papel tamanho ""P"" - Crisântemo",,,/1/0/106.jpg,/1/0/106.jpg,/1/0/106.jpg,flores-em-papel-tamanho-p-crisantemo,flores-em-papel-tamanho-p-crisantemo.html,,Sem atualizações de leiaute,Bloco depois da Coluna de Informação,,,,,Utilizar configuração,Utilizar configuração,Não,,10.0000,,,,Casa Júpiter,Habilitado,Não,"Catálogo, Busca",Nenhum,4,,10,,,,,,,,,,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,2016-06-14 16:17:26,0.0000,1,0,0,1,1,0.0000,1,0,0,1,1,"Flores em papel tamanho ""P"" - Crisântemo",0,simple,,,,,,,
